word,level,pos,translation,phonetic,collins,oxford,frq
upbringing,B2,,n. 教养,'ʌp.briŋiŋ,1.0,,10248
hysteria,B2,,"n. 歇斯底里症, 不正常的兴奋, 癔病\n[医] 癔病, 歇斯底里",his'tiәriә,1.0,,10247
scold,B2,,"n. 好骂街的人, 责骂\nv. 责骂",skәuld,1.0,,10246
strategically,B2,,"adv. 在战略上, 颇策略地",strә'ti:dʒikәli,,,10245
likeness,B2,,"n. 相象, 相似物, 样子",'laiknis,1.0,,10244
understandably,B2,,"adv. 可懂, 可了解, 可理解",,,,10243
HO,B2,,interj. 嗬(表示惊讶或引人注意)\n[医] 钬(67号元素),hәu,,,10242
slug,B2,,"n. 鼻涕虫, 刺蛾, 懒汉, 弹丸, 金属小块, 重击\nvi. 偷懒, 动作迟缓\nvt. 重击",slʌg,1.0,,10241
nourish,B2,,"vt. 滋养, 使健壮, 怀有",'nә:riʃ,1.0,,10239
subtract,B2,,"vt. 减去, 扣掉, 减少\nvi. 做减法\n[计] 减",sәb'trækt,1.0,,10238
subsistence,B2,,"n. 生存, 生活\n[医] 生存",sәb'sistәns,1.0,,10237
precipitate,B2,,"n. 沉淀物, 凝结物, 结果\nvt. 猛抛, 使陷入, 促成, 使沉淀\nvi. 猛地落下\na. 突然的, 猛地落下的, 轻率的",pri'sipiteit,1.0,,10236
daycare,B2,,n. 日托；日间照管儿童,'deikεә,,,10235
installment,B2,,"n. 就职, 装设, 分期付款\n[经] 分期付款",in'stɒ:lmәnt,,,10234
necessitate,B2,,"vt. 迫使, 使成为必需, 需要",ni'sesiteit,1.0,,10233
thrift,B2,,"n. 节约, 茂盛, 海石竹",θrift,2.0,,10231
cloudy,B2,,"a. 多云的, 有愁容的, 云的, 浑浊的\n[建] (混)浊的",'klaudi,1.0,,10229
coastline,B2,,n. 海岸线,'kәustlain,1.0,,10228
fragmented,B2,,a. 成碎片的；片断的,'fræɡmentid,,,10227
outdated,B2,,"a. 旧式的, 落伍的, 过时的",.aut'deitid,1.0,,10226
torque,B2,,"n. 扭转力, 转矩, 项圈\n[化] 转矩",tɒ:k,,,10225
foray,B2,,"vi. 侵略, 劫掠, 袭击\nn. 侵掠, 侵略, 攻击",'fɒrei,1.0,,10224
handicapped,B2,,"a. 残疾的\n[法] 有生理缺陷的, 残废的",'hændikæpt,2.0,,10223
handmade,B2,,"a. 手工的, 手制的",'hændmeid,1.0,,10222
adept,B2,,"a. 熟练的, 老练的, 巧妙的\nn. 能手, 内行",ә'dept,1.0,,10221
brittle,B2,,"a. 易碎的, 脆弱的, 易坏的\n[机] 脆的, 脆性的, 易碎的",'britl,1.0,,10220
resurrection,B2,,"n. 复活, 复兴, 恢复, 掘墓盗尸\n[法] 复活, 恢复, 修复",.rezә'rekʃәn,1.0,,10219
sectarian,B2,,"a. 宗派的, 党派的, 偏狭的\nn. 宗派成员, 闹宗派的人",sek'tєәriәn,1.0,,10218
sect,B2,,"n. 宗派, 教派",sekt,1.0,,10216
gambler,B2,,"n. 赌博者, 赌徒\n[法] 赌徒, 投机商人",'gæmblә,1.0,,10215
locked,B2,,a. 上锁的；不灵活的；下定决心的,lɔkt,2.0,,10214
depot,B2,,"n. 停车场, 车站, 贮藏所, 仓库\n[医] 仓库, 贮存, 积存",'depәu,1.0,,10213
unresolved,B2,,"a. 无决断力的, 不果断的, 无决心的, 未解决的, 未澄清的, 未议决的, 未分解的\n[计] 非分辩的",'ʌnri'zɔlvd,1.0,,10212
caravan,B2,,"n. 旅行队, 有篷顶的大车\n[经] 商队, 结队商贩",'kærәvæn,1.0,,10211
highland,B2,,"n. 高地, 苏格兰高地",'hailәnd,,,10211
kosher,B2,,"a. 合犹太人戒律的, 清净的, 合适的",'kәuʃә,,,10210
accreditation,B2,,"n. 委派, 信托, 鉴定合格\n[法] 立案, 备案, 任命",ә.kredi'teiʃәn,,,10209
penguin,B2,,"n. 企鹅, 空军地勤人员",'pengwin,2.0,,10209
gleam,B2,,"n. 光束, 微光, 反光\nvi. 闪烁, 隐约地闪现\nvt. 使发微光, 使闪烁",gli:m,2.0,,10208
euro,B2,,n. 欧元（欧盟的统一货币单位）,'juәrәu,,1.0,10207
gait,B2,,"n. 步法, 步态\nvt. 训练...的步法",geit,1.0,,10206
patriarchal,B2,,"a. 家长的, 族长的, 由族长统治的\n[法] 家长的, 家长制的, 主教的",.peitri'ɑ:kәl,1.0,,10205
legion,B2,,"n. 军团, 军队, 众多的人",'li:dʒәn,1.0,,10204
Colombian,B2,,n. 哥伦比亚人\na. 哥伦比亚的,kә'læmbiәn,,,10203
analogous,B2,,"a. 类似的, 相似的\n[医] 类似的, 类同的",ә'nælәgәs,,,10202
sincerely,B2,,adv. 真诚地,sin'siәli,1.0,1.0,10201
rhyme,B2,,"n. 韵, 押韵, 韵文\nvi. 押韵\nvt. 使押韵, 用韵诗表达",raim,1.0,,10200
obsessive,B2,,a. 着迷的,"әb'sesiv,ɔb-",1.0,,10199
coronary,B2,,"a. 冠的, 花冠的, 冠状的\n[医] 冠状的",'kɒrәnәri,1.0,,10198
standoff,B2,,"a. 冷淡的, 有支架的\nn. 冷淡, 平衡, 和局",'stændɒf,,,10197
favorably,B2,,"adv. 顺利地, 亲切地, 好意地",'feivәrәbli,,,10196
proficiency,B2,,"n. 精通, 熟练, 精练",prә'fiʃәns,,,10195
acoustic,B2,,"a. 听觉的, 声学的, 音响的\n[医] 听的; 声学的",ә'ku:stik,2.0,,10194
perverse,B2,,"a. 乖张的, 故意作对的, 有悖常情的, 执迷不悟的, 歪曲的, 错误的, 不正当的\n[法] 邪恶的, 罪恶的:堕落的, 不合法的",pә'vә:s,1.0,,10193
martini,B2,,"n. 马提尼（一种鸡尾酒, 等于Martini）",mɑ:'ti:ni,,,10192
deplete,B2,,"vt. 耗尽, 使衰竭\n[医] 排除, 减少",di'pli:t,2.0,,10191
shattered,B2,,a. 极度疲劳的；破碎的,,2.0,,10190
osteoporosis,B2,,n. 骨质疏松症\n[化] 骨质疏松; 骨质疏松症,.ɒstiәupә'rәusis,1.0,,10189
electronically,B2,,adv. 电子地,,,,10188
exemplary,B2,,"a. 可仿效的, 可做模范的, 惩戒性的, 示范的\n[法] 惩罚性的, 警戒性的, 示范的",ig'zemplәri,1.0,,10187
decipher,B2,,"vt. 译解, 解释\nn. 密电译文",di'saifә,1.0,,10186
braille,B2,,n. 布莱叶点字法(盲人用点字法)\nvt. 用布莱叶点字法印刷,breil,,,10185
rejoin,B2,,"vt. 使再结合, 再加入, 回答\nvi. 重新聚合, 回答, 第二次答辩",ri'dʒɒin,1.0,,10185
zeal,B2,,"n. 热心, 热衷, 热诚",zi:l,1.0,,10184
snail,B2,,"n. 蜗牛, 行动迟缓的人, 脑筋迟钝的人, 蜗形凸轮\nvt. (蜗牛般)缓慢地打发(时间)\nvi. 缓慢移动",sneil,1.0,,10183
parishioner,B2,,n. 教民,pә'riʃәnә,,,10182
dope,B2,,"n. 吸毒者, 笨蛋, 麻醉药物, 粘稠物\nvt. 麻痹, 上涂料, 预测出\nvi. 吸毒",dәup,1.0,,10180
dearly,B2,,"adv. 深深地, 昂贵地",'diәli,1.0,,10179
innate,B2,,"a. 先天的, 天生的\n[医] 先天的, 生来的",i'neit,1.0,,10178
finalist,B2,,"n. 决赛选手, 决赛队",'fainәlist,,,10177
earthly,B2,,"a. 地球的, 俗世的, 可能的",'ә:θli,1.0,,10176
fidelity,B2,,"n. 忠实, 诚实, 忠诚, 保真度\n[电] 逼真度",fi'deliti,1.0,,10174
symmetry,B2,,"n. 对称, 匀称\n[化] 对称; 对称性; 对称现象",'simitri,1.0,,10174
cider,B2,,"n. 苹果汁, 苹果酒\n[建] 苹果汁",'saidә,1.0,,10172
crocodile,B2,,n. 鳄鱼,'krɒkәdail,1.0,,10171
modernism,B2,,"n. 现代作风, 现代主义, 现代思想",'mɒdәnizm,1.0,,10170
retarded,B2,,a. 智力上迟钝的,ri'tɑ:did,1.0,,10169
cornerback,B2,,n. (美式橄榄球)侧卫,'kɔ:nәbæk,,,10168
cerebral,B2,,"a. 脑的, 大脑的\n[医] 小脑的",'seribrәl,1.0,,10167
hearty,B2,,"a. 诚恳的, 健壮的, 热烈的, 丰盛的",'hɑ:ti,1.0,,10166
holler,B2,,"vi. 叫喊, 发牢骚, 抱怨\nvt. 大声叫喊\nn. 叫喊",'hɒlә,1.0,,10165
mapping,B2,,[计] 映射; 变换; 映象\n[化] 测绘; 绘图,'mæpiŋ,,,10164
metric,B2,,"a. 公尺的, 公制的, 计量的\n[医] 测量的, 米制的, 公制的",'metrik,1.0,,10163
intrude,B2,,"vi. 闯入, 侵入\nvt. 强加于",in'tru:d,1.0,,10162
excavate,B2,,"v. 挖空, 挖出, 凿通",'ekskәveit,1.0,,10160
fir,B2,,"n. 枞树, 杉木\n[机] 枞木",fә:,1.0,,10159
taking,B2,,"n. 取得, 捕获, 进款\na. 迷人的, 可爱的, 会传染的",'teikiŋ,,,10158
stairway,B2,,"n. 楼梯, 阶梯",'stєәwei,1.0,,10157
minced,B2,,"v. 切碎( mince的过去式和过去分词 ); 剁碎; 绞碎; 用绞肉机绞（食物, 尤指肉）",mɪnst,,,10156
neutron,B2,,n. 中子\n[化] 中子,'nju:trɒn,1.0,,10155
broke,B2,,a. 一文不名的\nbreak的过去式,brәuk,1.0,,10154
purchasing,B2,,[计] 采购的,,,,10153
stressor,B2,,[医] 紧张性刺激; 应激物,'stresә,,,10151
nonviolent,B2,,a. 非暴力的,nɒn'vaiәlәnt,,,10149
orthodoxy,B2,,"n. 正统说法, 正教, 信奉正教",'ɒ:θәdɒksi,1.0,,10148
suppression,B2,,"n. 抑压, 镇压, 抑制\n[计] 抑制",sә'preʃәn,,,10147
vigil,B2,,"n. 警戒, 监视, 守夜\n[医] 不眠, 警醒",'vidʒil,1.0,,10146
vain,B2,,"a. 无价值的, 徒然的, 空虚的, 自负的, 愚蠢的",vein,2.0,,10144
blurt,B2,,"vt. 冲口说出, 脱口说出",blә:t,1.0,,10143
incompatible,B2,,"a. 不相容的, 不能并存的, 矛盾的\n[化] 不协调",.inkәm'pætәbl,1.0,,10142
pathology,B2,,"n. 病理学, 病理, 病状, 病变\n[医] 闰理学",pæ'θɒlәdʒi,1.0,,10141
stern,B2,,"n. 尾部, 船尾, 臀\na. 严厉的, 严格的, 坚定的, 坚决的",stә:n,2.0,,10140
fluffy,B2,,"a. 毛绒绒的, 蓬松的, 空洞的, 无内容的, 不明确的\n[医] 绒毛状的",'flʌfi,1.0,,10139
folding,B2,,a. 可折叠的\n[化] 折叠; 折叠效应,'fәuldiŋ,,1.0,10138
gust,B2,,"n. 突然一阵, 趣味, 爱好",gʌst,1.0,,10137
vector,B2,,"n. 矢量, 传病媒介\nvt. (用无线电)导引, 给...导航\n[计] 矢量; 向量",'vektә,,,10136
sanitation,B2,,"n. (环境)卫生, 环境卫生的提倡/维持, 卫生设备, 下水道设施, 卫生设施\n[医] 环境卫生",sæni'teiʃәn,1.0,,10135
Hungarian,B2,,"a. 匈牙利的, 匈牙利人的, 匈牙利语的\nn. 匈牙利人, 匈牙利语",hʌŋ'gєәriәn,,,10134
notation,B2,,"n. 记号, 符号表示法, 注释\n[计] 记数法",nәu'teiʃәn,,,10133
serene,B2,,"a. 宁静的, 沉着的, 安详的, 晴朗的\nn. 晴朗, 平静",si'ri:n,1.0,,10132
footnote,B2,,n. 脚注\n[计] 脚注,'futnәut,1.0,,10131
baker,B2,,n. 面包师\n[医] 烤箱(骨科用),'beikә,1.0,,10129
engaged,B2,,"a. 忙碌的, 使用中的",in'geidʒd,2.0,1.0,10128
repetitive,B2,,"a. 重复的, 反复性的",ri'petitiv,1.0,,10127
microbe,B2,,"n. 微生物, 细菌\n[医] 微生物",'maikrәub,,,10126
venerable,B2,,"a. 庄严的, 值得尊敬的",'venәrәbl,1.0,,10124
grope,B2,,v. 摸索\nn. 摸索,grәup,1.0,,10123
sluggish,B2,,"a. 偷懒的, 懒惰的, 迟钝的\n[经] 萧条的, 呆滞的",'slʌgiʃ,1.0,,10122
ramification,B2,,"n. 分枝, 分叉, 枝状物, 支脉, 支流, 衍生物\n[医] 分支, 支状分布",.ræmifi'keiʃәn,1.0,,10121
biker,B2,,n. 骑自行车/摩托车的人,'baikә(r),1.0,,10120
coupon,B2,,"n. 息票, 赠券\n[经] 息票, 利息单, 联票",'ku:pɒn,2.0,,10119
festive,B2,,"a. 庆祝的, 喜庆的, 欢乐的",'festiv,1.0,,10117
squadron,B2,,"n. 骑兵营, 分遣队, 小舰队",'skwɒdrәn,1.0,,10116
robotic,B2,,"a. 自动的；机器人的, 像机器人的",rәu'bɔtik,,,10115
numerical,B2,,"a. 数字的, 数值的, 以数字表示的, 擅长于计数的\n[经] 数字的, 用数字表示的",nju:'merikl,1.0,,10114
avalanche,B2,,"n. 雪崩, 山崩, 大量\nvi. 崩塌\nvt. 大量涌至",'ævәlɑ:ntʃ,1.0,,10113
passionately,B2,,"adv. 热情地, 激昂地",'pæʃənətlɪ,,,10112
breathtaking,B2,,"a. 惊人的, 惊险的",'breθ.teikiŋ,1.0,,10110
clam,B2,,"n. 蛤, 沉默寡言的人\nvi. 捞蛤",klæm,1.0,,10109
shredded,B2,,shred的过去式和过去分词,,,,10108
downstream,B2,,adv. 下游地\na. 下游的,'daun'stri:m,1.0,,10107
LCD,B2,,液晶显示器\n[计] 液晶显示器; 改变目录,,1.0,,10106
rosy,B2,,"a. 蔷薇色的, 玫瑰红色的",'rәuzi,1.0,,10106
winding,B2,,"n. 绕, 卷, 弯曲, 线圈\na. 蜿蜒的, 卷绕的, 弯曲的",'waindiŋ,,,10105
mosaic,B2,,"n. 马赛克, 镶嵌细工, 镶嵌工艺\na. 马赛克的, 镶嵌细工的, 拼花的\nvt. 用镶嵌细工装饰\n[计] Mosaic浏览程序",mәu'zeiik,1.0,,10103
grassy,B2,,"a. 草绿色的, 象草的, 长满草的",'græsi,1.0,,10102
precarious,B2,,"a. 不稳定的, 不安的, 危险的",pri'kєәriәs,1.0,,10101
enthusiastically,B2,,"adv. 热心地, 狂热地",in.θju:zi'æstikli,,,10100
unpaid,B2,,"a. 未付款的, 不支薪水的\n[经] 未付的, 未缴纳的",.ʌn'peid,1.0,,10099
concentrated,B2,,"a. 集中的, 浓缩的\n[建] 浓的",'kɒnsәntreitid,2.0,,10098
approved,B2,,a. 被认可的；经过检验的,ә'pru:vd,,,10097
coordinated,B2,,vt. 调节；调整；整理；使调和（coordinate的过去分词）,,,,10096
halve,B2,,"vt. 二等分, 对半分享, 把...减半",hɑ:v,2.0,,10095
contaminated,B2,,a. 受污染的；弄脏的,kәn'tæmineitid,,,10093
chandelier,B2,,n. 枝形吊灯,",ʃændi'liә",1.0,,10092
hoof,B2,,"n. 蹄, (人的)脚\nvt. 以蹄踢, 行走, 步行\nvi. 走, 踢, 踏",hu:f,1.0,,10091
fitting,B2,,"a. 适宜的\nn. 试穿, 试衣, 装配, 装置",'fitiŋ,2.0,,10090
sensual,B2,,"a. 肉欲的, 感觉的, 感觉论的",'senʃuәl,1.0,,10089
triumphant,B2,,"a. 得胜的, 得意洋洋的",trai'ʌmfәnt,1.0,,10088
brutally,B2,,"adv. 残忍地, 蛮横地",,,,10087
translucent,B2,,"a. 半透明的, 透明的",træns'lu:snt,1.0,,10086
shampoo,B2,,"n. 洗头, 洗发剂\nvt. 洗头, 洗发",ʃæm'pu:,1.0,,10085
proactive,B2,,a. 〈心理〉前摄的,",prәu'æktiv",,,10084
ulcer,B2,,"n. 溃疡, 腐烂物\n[医] 溃疡",'ʌlsә,1.0,,10083
infusion,B2,,"n. 注入, 泡制, 注入物\n[化] 浸渍; 浸泡",in'fju:ʒәn,1.0,,10082
invaluable,B2,,"a. 无价的, 价值无法衡量的",in'væljuәbl,1.0,,10081
appointee,B2,,"n. 被任命者\n[法] 被指定的人, 被任命者",ә.pɒin'ti:,1.0,,10080
zest,B2,,"n. 兴趣, 热情, 风味, 热心\nvt. 给...调味",zest,1.0,,10079
stimulating,B2,,"a. 刺激的, 有刺激性的",'stimjuleitiŋ,,,10078
Marxist,B2,,a. 马克思主义的\nn. 马克思主义者,'mɑ:ksist,2.0,,10077
villa,B2,,n. 别墅,'vilә,2.0,,10076
statesman,B2,,n. 政治家,'steitsmәn,2.0,,10075
poisonous,B2,,"a. 有毒的, 恶毒的, 讨厌的\n[医] 有毒的",'pɒizәnәs,1.0,1.0,10074
comparatively,B2,,"adv. 比较地, 相对地",kәm'pærәtivli,,,10073
ringing,B2,,"a. 响亮的, 明白的, 清脆的, 干脆的\n[电] 振铃",'riŋiŋ,1.0,,10072
hospitalize,B2,,vt. 送...进医院治疗\n[医] 入院,'hɒspitәlaiz,1.0,,10071
bikini,B2,,"n. 大爆炸, 比基尼泳装",bi'ki:ni,1.0,,10070
clinician,B2,,"[医] 临床医师, 临证医师",kli'niʃәn,1.0,,10069
startled,B2,,v. 震惊（startle的过去分词）,,,,10068
engaging,B2,,"a. 动人的, 迷人的, 有魅力的",in'geidʒiŋ,1.0,,10067
patronage,B2,,"n. 赞助, 恩赐态度, 光顾, 任免权, 保护人的身分\n[经] 光顾, 资助, 赞助",'pætrәnidʒ,1.0,,10066
periphery,B2,,"n. 外围, 边缘地区, 圆周\n[医] 外周, 周围",pә'rifәri,1.0,,10065
revert,B2,,"vi. 恢复, 复归, 回复, 还原\nvt. 使回复原状, 使回转\nn. 恢复原信仰的人\n[计] 还原",ri'vә:t,1.0,,10064
imperfect,B2,,"a. 不完美的, 不完整的, 减弱的, 未完成过去时的\nn. 未完成体",im'pә:fikt,1.0,,10063
angular,B2,,"a. 有角的, 消瘦的, 有尖角的, 生硬的\n[医] 角的, 角形的",'æŋgjulә,1.0,,10062
OP,B2,,"观测所\n[计] 操作, 运算, 算符",'әjp,2.0,,10060
rectangle,B2,,"n. 长方形, 矩形\n[化] 矩形",'rektæŋgl,1.0,,10058
pitching,B2,,"n. 护坡(石), 铺地石, 俯仰, (船的)上下颠簸",'pitʃiŋ,,,10056
virgin,B2,,"n. 处女\na. 处女的, 贞洁的, 纯洁的, 初始的, 纯的",'vә:dʒin,2.0,,10055
denim,B2,,"n. 斜纹粗棉布, 牛仔布, 劳动布, (非正式)工作服, 工装裤",'denim,1.0,,10054
DJ,B2,,"n. 唱片流行音乐节目播音员, 唱片骑师",,,,10052
ridicule,B2,,"n. 嘲笑, 愚弄, 笑柄\nvt. 嘲笑, 嘲弄, 愚弄",'ridikju:l,1.0,,10051
continual,B2,,"a. 持续不断的, 继续的\n[建] 连续的",kәn'tinjuәl,2.0,,10050
stationary,B2,,"a. 不动的, 静止的, 不变的, 固定的, 停留的\n[计] 定常, 定态, 固定的",'steiʃ(ә)nәri,1.0,,10049
pickle,B2,,"n. 盐卤, 腌汁, 泡菜, 困境, 讨厌鬼\nvt. 腌制, 酸洗, 葬送(机会等), 泡",'pikl,1.0,,10048
adjustable,B2,,a. 可调节的\n[电] 可调整的,ә'dʒʌstәbl,1.0,,10047
watchdog,B2,,"n. 看门狗, 监察人\n[化] 监控设备; 监视器",'wɒtʃdɒg,1.0,,10046
spotted,B2,,"a. 有斑点的, 斑纹的, 弄污了的",'spɒtid,,,10045
whim,B2,,"n. 一时的兴致, 冲动, 怪念头, 绞盘",hwim,1.0,,10044
cosmetics,B2,,n. 装饰品；化妆品（cosmetic的复数）,,,,10043
aboriginal,B2,,"a. 原始的, 土著的\nn. 土著居民, 土生生物",.æbә'ridʒәnәl,1.0,,10042
password,B2,,"n. 密码, 口令, 通行手段\n[计] 口令",'pæswә:d,,,10041
mantra,B2,,"颂歌, 咒语(尤指四吠陀经典内作为咒文或祷告唱念的)","'mʌntrә, 'mæn-",1.0,,10040
palpable,B2,,"a. 可感知的, 明显的, 触摸得到的\n[医] 可触知的",'pælpәbl,1.0,,10039
imagined,B2,,v. 想( imagine的过去式和过去分词 ); 想像; 料想; 误认为,iˈmædʒind,,,10038
immensely,B2,,"adv. 无限地, 广大地, 庞大地",i'mensli,1.0,,10037
convergence,B2,,"n. 集中, 收敛\n[计] 收敛, 会聚",kәn'vә:dʒәns,,,10036
clipping,B2,,"n. 剪断, 剪裁, 剪下物, 剪报\na. 第一流的, 头等的, 极好的, 快速的\n[计] 剪取; 削波",'klipiŋ,1.0,,10035
psychosocial,B2,,社会心理的(指社会环境影响下的个人心理变化),",saikәu'sәuʃәl",,,10034
mobilization,B2,,"n. 动员, 调动, 活动法\n[化] 活动化",.mәubilai'zeiʃәn,,,10031
thriving,B2,,"a. 兴旺的, 旺盛的, 繁荣的",,,,10030
displaced,B2,,a. 位移的；无家可归的；被取代的,dis'pleist,,,10029
fed,B2,,feed的过去式和过去分词\n[经] 联邦储备局,fed,,,10028
sailing,B2,,"n. 航行, 航海术, 启航\na. 航行的",'seiliŋ,2.0,1.0,10027
mashed,B2,,a. 捣烂的；被捣成糊状的；捣碎的,,,,10025
homage,B2,,"n. 尊崇, 尊敬, 效忠",'hɒmidʒ,1.0,,10023
hegemony,B2,,"n. 霸权, 领导权, 支配权, 拥有支配权的政府\n[法] 霸权, 盟主权",hi:'dʒemәni,1.0,,10022
stakeholder,B2,,"n. 赌金保管者\n[法] 赌款保存人, 保存保证金的人",'steikhәuldә,,,10021
termination,B2,,"n. 终止, 结束, 结果, 词尾\n[化] 终止",.tә:mi'neiʃәn,,,10020
gateway,B2,,"n. 门, 通路\n[计] 网关",'geitwei,1.0,,10019
styling,B2,,"n. 款式, 式样",'stailiŋ,1.0,,10018
bland,B2,,"a. 温和的, 乏味的, 冷漠的\n[医] 温和的, 淡的",blænd,2.0,,10017
willow,B2,,"n. 柳树, 柳木制品\na. 柳树的, 柳木制的",'wilәu,1.0,,10016
promised,B2,,vt.& vi. (promise的过去式或过去分词形式); 承诺; 允诺; 答应\nv. 允诺( promise的过去式和过去分词 ); 答应; 有…希望; 预示,ˈprɔmist,,,10015
emblem,B2,,"n. 象征, 徽章, 符号\nvt. 用象征表示",'emblәm,1.0,,10014
tack,B2,,"n. 平头钉, 大头钉, 粗缝针脚, 行动方针, 食物\nvt. 以大头针钉住, 附加",tæk,2.0,,10013
forceful,B2,,"a. 有力的, 强烈的, 有说服力的",'fɒ:sful,1.0,,10012
savage,B2,,"a. 未开化的, 野蛮的, 无礼的, 残酷的, 原始的, 粗鲁的, 未开发的\nvt. 用暴力对付, 凶猛攻击\nn. 原始人, 粗鲁人",'sævidʒ,2.0,,10011
unfairly,B2,,adv. 不正当地；不公平地,,,1.0,10010
wane,B2,,"n. 减少, 衰微, 败落, 亏缺, 月亏\nvi. 变小, 亏缺, 衰落, 消逝, 退潮",wein,1.0,,10009
flowing,B2,,"a. 流动的, 如流的, 平滑的",flәuiŋ,,,10008
divinity,B2,,"n. 神, 神性",di'viniti,1.0,,10007
botanical,B2,,a. 植物学的\nn. 植物性药材,bә'tænikәl,1.0,,10006
thy,B2,,pron. 你的,ðai,1.0,,10004
enrichment,B2,,"n. 丰富, 肥沃\n[化] 富集",in'ritʃmәnt,,,10003
pediatric,B2,,a. 小儿科的\n[医] 儿科的,.pi:di'ætrik,,,10002
yeast,B2,,n. 酵母\n[化] 酵母,ji:st,,,10001
wilt,B2,,"v. (使)枯萎, (使)衰弱, (使)畏缩\nn. 枯萎, 衰弱, 憔悴",wilt,1.0,,10000
acquit,B2,,"vt. 无罪释放, 表现, 使履行\n[法] 开释, 释放, 免",ә'kwit,2.0,,9999
tempo,B2,,"n. 速度, 节奏, 进行速度, (棋的)一着",'tempәu,1.0,,9998
strew,B2,,"vt. 散播, 撒满",stru:,,,9997
paralysis,B2,,"n. 麻痹, 停顿, 瘫痪\n[医] 麻痹, 瘫痪",pә'rælisis,1.0,,9996
thump,B2,,"n. 重打, 重击声\nv. 重打, 撞击, 痛打",θʌmp,1.0,,9995
unification,B2,,"n. 统一, 联合, 一致\n[医] 连结; 统一",.ju:nifi'keiʃәn,2.0,,9994
faulty,B2,,"a. 有过失的, 有缺点的, 不完美的, 应受责备的\n[经] 缺点多的",'fɒ:lti,,,9993
deserted,B2,,"a. 被遗弃的, 废弃的\n[法] 被遗弃的, 无人的, 放弃的",di'zә:tid,,1.0,9992
midtown,B2,,n. 商业区与住宅区之间的地区,'midtajn,,,9991
congratulations,B2,,"n. 祝贺词, 祝贺语",,1.0,1.0,9990
template,B2,,"n. 样板, 模板, 垫木\n[计] 模板",'templit,,,9989
parrot,B2,,"n. 鹦鹉, 应声虫\nvt. 学舌, 机械地模仿",'pærәt,1.0,,9988
iceberg,B2,,"n. 冰山, 冷冰冰的人",'aisbә:g,1.0,,9987
analog,B2,,[计] 模拟,'ænәlɔ^,,,9985
journalistic,B2,,"a. 新闻业的, 新闻工作者的, 报刊特有的, 新闻工作的",",dʒ\\\\: nә'listik",,,9983
lame,B2,,"a. 跛足的, 僵痛的, 不完全的, 金属薄板, 不知内情的人\nvi. 变跛\nvt. 使成残废, 使无用",leim,1.0,,9982
scientifically,B2,,"adv. 合乎科学地, 学问上, 系统地",.saiәn'tifikәli,,,9981
rodent,B2,,"a. 咬的, 啮齿类的\nn. 啮齿动物",'rәudәnt,1.0,,9980
graveyard,B2,,n. 墓地,'greivjɑ:d,1.0,,9979
sunscreen,B2,,n. (防晒油中的)遮光剂,'sʌnskri:n,1.0,,9978
traction,B2,,"n. 曳, 牵引, 牵引力\n[医] 牵引",'trækʃәn,1.0,,9977
rehab,B2,,n. 修复（等于rehabilitation）,'ri:hæb,,,9976
ASCII,B2,,美国信息交换标准码\n[计] 美国标准信息交换码,'æski,,,9974
serum,B2,,"n. 浆液, 血清, 乳清\n[医] 血清; 浆液",'siәrәm,1.0,,9974
showdown,B2,,"n. 摊牌, 暴露, 紧要关头",'ʃәudaun,1.0,,9973
adherence,B2,,"n. 依附, 固执, 坚持\n[化] 粘合",әd'hiәrәns,,,9972
chopper,B2,,"n. 切物之人, 斧头, 切肉大刀\n[化] 切碎机; 切...机; 断裂剂(热原子化学); 断路器; 斩波器; 断续器",'tʃɒpә,1.0,,9970
driven,B2,,a. 有紧迫感的\ndrive的过去分词,'drivn,,,9969
powdered,B2,,"a. 弄成粉末的, 粉状的\n[医] 粉状的",'paudәd,1.0,,9968
espouse,B2,,"vt. 支持, 赞成, 嫁, 娶\n[法] 娶, 出嫁, 信奉",i'spauz,1.0,,9966
markedly,B2,,"adv. 显著地, 醒目地, 明显地",'mɑ:kidli,,,9965
unconventional,B2,,"a. 不依惯例的, 非传统的, 非常规的",.ʌnkәn'venʃәnl,1.0,,9964
traitor,B2,,"n. 叛逆者, 叛国者\n[法] 叛徒, 叛逆, 背信者",'treitә,1.0,,9963
chromosome,B2,,n. 染色体\n[化] 染色体,'krәumәsәum,1.0,,9960
judiciary,B2,,"a. 司法的, 法院的, 法官的\nn. 司法部, 司法系统, 法官",dʒu:'diʃiәri,2.0,,9959
sucker,B2,,"n. 乳儿, 吸管\n[医] 吸盘",'sʌkә,1.0,,9958
coexist,B2,,vi. 共存,.kәuig'zist,,,9957
envoy,B2,,"n. 外交使节, 特使\n[法] 使者, 代表, 使节",'envɒi,2.0,,9956
runaway,B2,,"n. 逃跑, 逃走的人, 逃亡, 压倒性的优胜\na. 逃亡的, 逃走的",'rʌnә.wei,1.0,,9955
barge,B2,,"n. 驳船\nvt. 用船运输\nvi. 蹒跚, 闯入",bɑ:dʒ,,,9954
observed,B2,,a. 观测的；观察的,,,,9953
improvisation,B2,,"n. 即兴而作, 即席演奏, 即席作品",.imprәvai'zeiʃәn,,,9952
psychiatry,B2,,"n. 精神病学, 精神病治疗\n[医] 精神病学",sai'kaiәtri,2.0,,9951
ballistic,B2,,"a. 弹道的\n[医] 射击的, 冲击的",bә'listik,1.0,,9950
